State,Practice Name,Principal Dentist / Owner,City,Postcode,Phone,Email,Website,Source,Healthdirect Service ID
QLD,Brisbane Mall Dental Centre,,Brisbane City,4000,07 3221 8217,info@brisbanemalldental.com.au,http://www.brisbanemalldental.com.au/,Healthdirect Service Finder,69a5f635-c75a-53ed-3c1e-3f9dfa3eacfc
QLD,Bupa Dental - Brisbane,,Brisbane City,4000,07 3228 2400,brisbane@bupadental.com.au,bupadental.com.au,Healthdirect Service Finder,e0fad8eb-4c7c-4c35-9bac-d9e8ad59c8de
QLD,Digital Dentistry,,Brisbane City,4000,07 3229 4351,admin@digitaldentistry.me,https://www.digitaldentistry.me/,Healthdirect Service Finder,f303fc9a-44c6-cefb-1261-13d2345a455b
QLD,Brisbane CBD Dental Clinic,,Brisbane City,4000,07 3229 4367,,,Healthdirect Service Finder,4c763271-1abb-fa4e-0cfe-e3ea7da763a4
QLD,Dentistry On George,,Brisbane City,4000,07 3211 1155,hello@dentistryongeorge.com.au,https://www.dentistryongeorge.com.au/,Healthdirect Service Finder,2b39111d-60fb-df4d-d7ce-2519b523162c
QLD,George Street Dental,,Brisbane City,4000,07 3221 5855,irvinedw@bigpond.net.au,,Healthdirect Service Finder,b263ed99-afc1-81d3-7631-0f9b1d88dead
QLD,Face Value Dental,,Brisbane City,4000,07 3221 0677,reception@facevaluedental.com,www.facevaluedental.com,Healthdirect Service Finder,f065f8c7-6a02-85e4-8f6a-11e75151cb1e
QLD,Dental Pearls,,Brisbane City,4000,07 3210 2144,info@dentalpearls.com.au,http://www.dentalpearls.com.au,Healthdirect Service Finder,39d9d751-22a4-24f8-a1d1-15990ba153f6
QLD,Dental Options,,Brisbane City,4000,07 3229 4300,aavenia@dentaloptions.com.au,http://www.dentaloptions.com.au,Healthdirect Service Finder,a201dc9d-697b-50ab-b6c3-9102660adb9a
QLD,Rotondo Dental Practice,,Brisbane City,4000,07 3229 9333,,,Healthdirect Service Finder,0453ba86-4072-a1b3-5bb4-7ad3c050b912
QLD,Central Brisbane Dental,,Brisbane City,4000,07 3221 8816,enquire@centralbrisbanedental.com.au,https://www.centralbrisbanedental.com.au,Healthdirect Service Finder,5c43004c-02ed-0904-d873-0c42bca394d7
QLD,Kaye Kendall,,Brisbane City,4000,07 3221 9077,reception@kkendall.com.au,https://kayekendall.com/,Healthdirect Service Finder,a593062c-9d8b-4ac5-1d03-97b092d12a79
QLD,Queen Street Dental,,Brisbane City,4000,07 3221 6427,reception@queenstreetdental.com,www.queenstreetdental.com,Healthdirect Service Finder,e53103c5-e056-f4f6-3660-d87469e173b5
QLD,Michael Darveniza,,Brisbane City,4000,07 3221 0443,,http://www.yourdentalspecialist.com.au,Healthdirect Service Finder,1620d1cf-2048-f681-0d58-e7e183228173
QLD,National Dental Care Brisbane (Post Office Square),,Brisbane City,4000,07 3221 5990,reception.pos@nationaldentalcare.com.au,https://www.nationaldentalcare.com.au/practices/brisbane-post-office-square?utm_source=gmb&utm_medium=organic&utm_campaign=google-my-business,Healthdirect Service Finder,c1266973-b43a-50fa-17ca-31d9f50c07eb
QLD,Edward St Dental,,Brisbane City,4000,07 3221 5855,,https://www.brisbanecbddentistry.com.au/,Healthdirect Service Finder,33c0c681-7c7c-46db-a1b3-d9ddd819dcea
QLD,Dr Vincent Wan - Queen St,,Brisbane City,4000,07 3221 8816,enquire@dentistbrisbane.net,www.dentistbrisbane.net,Healthdirect Service Finder,6c937470-ce71-0617-7e8c-aa20d5658c8b
QLD,Southport Medical and Dental Centre,,Southport,4215,0756800000,southportdental@forhealth.com.au,https://www.primarydental.com.au/dental-centre/southport/,Healthdirect Service Finder,cd6e594e-1b09-45d6-2330-fc103c5cb52f
QLD,Dr Jack Chen,,Southport,4215,07 5571 0866,,,Healthdirect Service Finder,4b19b5db-8798-5eed-2abd-f63df28567a2
QLD,Starbright Dental,,Southport,4215,07 5591 3620,admin@starbrightdental.com.au,https://starbrightdental.com.au/,Healthdirect Service Finder,d90a4690-67b3-4025-93b5-3d49e6c244e9
QLD,Dental Care At Southport,,Southport,4215,07 5528 5044,,,Healthdirect Service Finder,76706545-163b-1294-c4d7-370601ac88f9
QLD,Primary Dental Southport,,Southport,4215,07 5680 0030,southportdental@forhealth.com.au,https://www.primarydental.com.au/dental-centre/southport/,Healthdirect Service Finder,7e04d478-d129-4e9f-820a-029bbcc24c61
QLD,Teeth on Ferry,,Southport,4215,07 5528 4000,concierge@teethonferry.com,https://www.teethonferry.com,Healthdirect Service Finder,08fc97ff-0688-445e-a149-cb19fe6175f2
QLD,Endodontics Only - Southport,,Southport,4215,07 5503 0794,southport@endodonticsonly.com.au,http://endodonticsonly.com.au/,Healthdirect Service Finder,6a5f331a-5a25-c4b1-58fa-404198bf6dd2
QLD,CBD Dental Surgery,,Southport,4215,07 5531 2258,,http://cbddentalgoldcoast.com.au/,Healthdirect Service Finder,8f255581-a968-6cb6-5af9-a6836e84690f
QLD,Maven Dental Southport,,Southport,4215,07 5591 2727,southport@mavendental.com.au,https://mavendental.com.au/dentists/maven-dental-southport/,Healthdirect Service Finder,856c68bb-7618-197f-4130-fe3ef4c4e91f
QLD,Davenport Street Dental Surgery Pty Ltd,,Southport,4215,07 5591 7376,,drpoverenov.com.au,Healthdirect Service Finder,f99849c7-276d-81b5-08cb-01f17ef9f006
QLD,ArtSmiles General & Cosmetic Dentistry,,Southport,4215,07 5588 3677,contact@artsmiles.com.au,http://www.artsmiles.com.au,Healthdirect Service Finder,6751575b-54f6-4cef-a4d3-54bc9ed60eef
QLD,Southport Park Family Dental - Dentist Southport,,Southport,4215,0756557688,reception@southportparkdental.com.au,http://southportparkdental.com.au,Healthdirect Service Finder,fbe4c200-7383-4068-a6c2-a35cc3071d68
QLD,Australia Fair Dental Care,,Southport,4215,07 5591 2661,,www.australiafairdental.com.au,Healthdirect Service Finder,ac28cd29-b74e-1c4c-6893-0af3951babff
QLD,Southport Dental,,Southport,4215,07 5532 3680,info@southportdental.com.au,http://www.southportdental.com.au/,Healthdirect Service Finder,3e1803c9-3c89-f388-9eab-b98088203ff1
QLD,Enhanced Dental Studios Southport,,Southport,4215,1800 833 844,info@enhanceddentalstudios.com.au,https://www.enhanceddentalstudios.com.au/dentist-southport/,Healthdirect Service Finder,6dca9404-fa36-42fb-bb37-c2966bee8baf
QLD,Musgrave Hill School Dental Clinic,,Southport,4215,,,http://www.health.qld.gov.au/oralhealth/,Healthdirect Service Finder,9df85192-d751-861e-1e4f-06b04ad83263
QLD,Gold Coast Family Dentist,,Ashmore,4214,07 5564 6465,enquiries@goldcoastfamilydentist.com.au,http://www.goldcoastfamilydentist.com.au/,Healthdirect Service Finder,c4720491-9fcf-fef2-18d7-25538a0f9f9a
QLD,Trusted Dental,,Ashmore,4214,07 5539 6009,yes@trusteddental.com.au,https://www.trusteddental.com.au,Healthdirect Service Finder,293ea21d-c6b1-b7a8-4098-4ed8f3bc1a9a
QLD,Oasis Dental Studio - Chirn Park,,Southport,4215,0756271127,chirn@oasisdentalstudio.com.au,https://www.oasisdentalstudio.com.au/,Healthdirect Service Finder,725cf97c-16c4-4f0e-0b45-6c9d468b2e5b
QLD,Ashmore City Dental,,Ashmore,4214,07 5597 1973,admin@smilecentre.com.au,www.smilecentre.com.au,Healthdirect Service Finder,705ba0e9-cdd2-d27a-855f-337d27a238bc
QLD,Ashmore Dental,,Ashmore,4214,07 5539 2944,ashmoredental@gmail.com,www.ashmoredental.com.au,Healthdirect Service Finder,9a888409-b380-5a78-c151-d3109c906f90
QLD,Main Beach Dental,,Main Beach,4217,07 5503 1177,info@mainbeachdental.com.au,http://mainbeachdental.com.au,Healthdirect Service Finder,0a33df49-ed56-746d-3803-62e2f3ac878f
QLD,Griffith University Dental Clinic,,Southport,4215,07 5678 0220,dentalclinic@griffith.edu.au,http://www.griffith.edu.au/health/clinics/dentistry-oral-health-clinic,Healthdirect Service Finder,95b94934-34a2-df76-f7a3-7cb7bb09c69a
QLD,Gold Coast University Hospital,,Southport,4215,1300 300 850,,http://www.health.qld.gov.au/goldcoasthealth/community_health.asp,Healthdirect Service Finder,c01d9415-e4e7-4403-987e-2e5357340cfc
QLD,Gold Coast University Hospital - Child And Adult Dental Clinic,,Southport,4215,1300 300 850,,http://www.health.qld.gov.au/goldcoasthealth/community_health.asp,Healthdirect Service Finder,f4d1f65e-f19f-81a5-0288-d71c68f0d236
QLD,Griffith Health Clinics,,Southport,4215,1800 188 295,ahreceptionteam@griffith.edu.au,https://www.griffith.edu.au/griffith-health/clinics,Healthdirect Service Finder,d69ce0d5-ff4f-4d25-844f-05062082c8d0
QLD,Your Gold Coast Dentist,,Parkwood,4214,07 5594 6699,info@yourgoldcoastdentist.com.au,https://yourgoldcoastdentist.com.au,Healthdirect Service Finder,631d7874-d349-5ed6-aade-fcf59b9d58dc
QLD,The Dental Boutique,,Bundall,4217,,,https://www.thedentalboutique.com.au/,Healthdirect Service Finder,3d3b4623-9a3d-4bb6-b374-6c0d87d12de5
QLD,The Dental Boutique,,Bundall,4217,07 5591 2262,info@thedentalboutique.com.au,https://www.thedentalboutique.com.au/,Healthdirect Service Finder,050c66ee-8522-e115-ef21-25043d343cbb
QLD,Cosmetic & General Dentistry,,Surfers Paradise,4217,07 5592 2866,info@cosmeticdentalgoldcoast.com.au,www.dentistgoldcoastqld.com,Healthdirect Service Finder,2059b674-f155-4e6e-ca32-c37013d7cc8d
QLD,Exceptional Dental,,Surfers Paradise,4217,07 5592 2995,,http://www.exceptionaldental.com.au/,Healthdirect Service Finder,eb088b8e-43cc-b5ae-24e5-867adf7dc5eb
QLD,Bupa Dental - Capri,,Bundall,4217,07 5538 3432,capri@bupadental.com.au,bupadental.com.au,Healthdirect Service Finder,5c465213-4bbb-2054-7eee-3cb01a39138a
QLD,MGA Dental - Gold Coast,,Surfers Paradise,4217,07 5539 9748,goldcoast@mgadental.com.au,mgadental.com.au,Healthdirect Service Finder,ba3844cb-f860-f51a-72df-e7326a2e392e
QLD,Bundall Dental,,Bundall,4217,07 5681 1877,info@bundalldentalandimplants.com.au,https://www.bundalldentalandimplants.com.au,Healthdirect Service Finder,40fc51db-e8dc-4b19-8b56-3b42ec47dcc2
QLD,Aesthetic Dental,,Bundall,4217,07 5531 6599,,www.aestheticdental.net.au,Healthdirect Service Finder,45b75614-d70e-80fe-2fa2-1a6317c7b394
QLD,Smile Centre,,Bundall,4217,07 5592 1999,,www.smilecentre.com.au,Healthdirect Service Finder,14615462-bd58-79aa-64be-f27012273690
QLD,Broadbeach Dental Practice,,Broadbeach Waters,4218,07 5539 8713,broadbeachdental@outlook.com,www.broadbeachdental.com.au,Healthdirect Service Finder,c25b63db-0768-4aa8-c1bb-dbc22c6c0215
QLD,Dentists On Broadbeach,,Broadbeach,4218,07 5539 0733,,www.dentistsonbroadbeach.com.au,Healthdirect Service Finder,a8be1077-d721-be12-2c46-08782505de83
QLD,Dr Gavin Mitchell Dental Surgery - Broadbeach,,Broadbeach,4218,07 5527 5585,gavmit@bigpond.com,,Healthdirect Service Finder,b0560f38-c4ed-4754-932b-744fb174a13f
QLD,Oasis Dental Studio,,Broadbeach,4218,07 5526 8722,admin@oasisdentalstudio.com.au,http://www.oasisdentalstudio.com.au/,Healthdirect Service Finder,7295484e-b43d-36ab-49e7-032a46785fcc
QLD,Broadbeach Oasis Dental Practice,,Broadbeach,4218,07 5526 8722,admin@oasisdentalstudio.com.au,www.oasisdentalstudio.com.au,Healthdirect Service Finder,6b7f3a71-d428-c418-a8bf-73125fd8b5c7
QLD,Oasis Dental Studio - Broadbeach,,Broadbeach,4218,07 5526 8722,admin@oasisdentalstudio.com.au,https://www.oasisdentalstudio.com.au/,Healthdirect Service Finder,623a5684-06a2-4fec-fb23-5c7ba293bcbf
QLD,Dental Boutique Gold Coast,,Benowa,4217,1300 327 645,,https://dentalboutique.com.au/locations/goldcoast/,Healthdirect Service Finder,afdb3fa0-08de-44e5-ac28-aa9e0fbc0a57
QLD,Oracle Dental,,Broadbeach,4218,07 5531 7259,info@oracledental.com,http://www.oracledental.com/,Healthdirect Service Finder,b8ad038f-5f1b-62c0-dfe8-46d5f1008d29
QLD,Broadbeach Child And Adolescent Dental Clinic,,Broadbeach,4218,1300 300 850,,http://www.health.qld.gov.au/goldcoasthealth/community_health.asp,Healthdirect Service Finder,b75b02f6-4111-5310-8bd7-26c9dc2d22f8
QLD,Benowa School Dental Clinic,,Benowa,4217,1300 30 0850,,http://www.health.qld.gov.au/oralhealth/,Healthdirect Service Finder,ae617318-1481-9322-d6b1-53b3bcb25a6f
QLD,Dental Boutique Sunshine Coast,,Maroochydore,4558,1300 327 645,,https://dentalboutique.com.au/locations/sunshine-coast/,Healthdirect Service Finder,39d23488-dc8b-4f2c-a696-c5a0b89db4f0
QLD,Anew Smile - Sunshine Coast,,Maroochydore,4558,1800 667 246,,https://www.anewsmile.com.au/location/sunshine-coast,Healthdirect Service Finder,43c02bc6-05e4-4724-a1a7-87fce0dc5e88
QLD,Suncoast Dental Practice,,Maroochydore,4558,07 5443 3500,reception@suncoastdental.com.au,www.suncoastdental.com.au,Healthdirect Service Finder,8f8d9f1f-18a0-d0c0-3a6d-e120046560fd
QLD,Sunshine Dental Care,,Maroochydore,4558,07 5475 4866,,,Healthdirect Service Finder,8358df0d-70a3-b8f9-caa6-3511d1042586
QLD,Pacific Smiles Dental - Maroochydore,,Maroochydore,4558,0754096300,Maroochydore@pacificsmiles.com.au,https://pacificsmilesdental.com.au/locations/maroochydore/,Healthdirect Service Finder,15f81447-6f05-4b46-808f-88ec01924086
QLD,Dental Centre Maroochydore,,Maroochydore,4558,07 5443 2011,,http://dentalcentremaroochydore.com.au/contact-us/,Healthdirect Service Finder,6e73643b-0b2a-b037-042c-b3908d1ee781
QLD,The Country Dentist,,Maroochydore,4558,1300 327 766,,,Healthdirect Service Finder,f4677811-43e5-4422-bce1-dc79fafde273
QLD,Sunshine Coast Smile Centre,,Maroochydore,4558,07 5443 2800,reception@scsmilecentre.com,http://www.scsmilecentre.com.au/,Healthdirect Service Finder,37b6782d-a0c1-8a5a-9386-1be6b2c6d171
QLD,Parkview Dental Practice,,Maroochydore,4558,07 5443 9055,,http://www.parkviewdentalpractice.com.au/,Healthdirect Service Finder,1f97bb53-bf7d-0d02-6583-7ff116c70312
QLD,Cotton Tree Dental,,Maroochydore,4558,07 5451 1733,info@cottontreedental.com.au,https://www.cottontreedental.com.au/,Healthdirect Service Finder,e492fc3e-0066-470a-6393-7b13bdef7b27
QLD,Cotton Tree Dental,,Maroochydore,4558,07 5451 1733,info@cottontreedental.com.au,http://www.cottontreedental.com.au,Healthdirect Service Finder,ea616a70-13e8-42c2-bef7-48d6728d5f3c
QLD,C. J. Carter Dental,,Maroochydore,4558,07 5443 1263,biteme@backteeth.com.au,www.backteeth.com.au,Healthdirect Service Finder,7d55a195-127c-3079-bfa0-8385113d7479
QLD,Smile By Design,,Buderim,4556,07 5443 2888,dentist@smilebydesign.net.au,www.smilebydesign.net.au,Healthdirect Service Finder,4384d908-8786-9bba-b81b-f34ca67e9c81
QLD,Maroochydore Dental Clinic,,Maroochydore,4558,1300 300 850,,http://www.health.qld.gov.au/sunshinecoast/,Healthdirect Service Finder,2476892a-1616-e870-95f7-70a970bbddd5
QLD,Comfort Dental & Implant Centre,,Buderim,4556,07 5370 8865,admin@comfortdentalcentrebuderim.com.au,https://comfortdentalcentrebuderim.com.au,Healthdirect Service Finder,200f3788-f626-a5b2-3211-4b8e16d6fd28
QLD,Currey & Jorgensen Family and Cosmetic Dentistry,,Alexandra Headland,4572,07 5479 5522,reception@cjdentistry.com.au,https://cjdentistry.com.au,Healthdirect Service Finder,4bc0f1c4-bb37-ac87-3749-4980999a1db1
QLD,Sunil Hettige - Buderim,,Buderim,4556,07 5482 4633,info@orthosh.com.au,www.orthodontistsunilhettige.com.au,Healthdirect Service Finder,f12ff948-9c99-9804-346e-39c1fb8c0a4f
QLD,Mountain Top Dental,,Buderim,4556,07 5477 1998,mountaintopdentalau@hotmail.com,http://www.mountaintopdental.net/,Healthdirect Service Finder,29606885-7958-62ff-938e-f81784f407a7
QLD,Sunshine Central Dental,,Buderim,4556,07 5452 5666,frontdesk@aldadent.com.au,,Healthdirect Service Finder,ca5944af-d8e8-8822-aff1-2f3f475db834
QLD,Buderim Park Dental,,Buderim,4556,0754456577,buderimparkdental1@gmail.com,https://buderimparkdental.com.au,Healthdirect Service Finder,eaa41360-8e0b-4756-838d-e4e45f6ef4ba
QLD,More Smiles,,Mountain Creek,4557,07 5444 6166,admin@moresmiles.com.au,http://www.moresmiles.com.au/,Healthdirect Service Finder,31333942-426d-21cb-70a4-10e855d93672
QLD,Dentistry First,,Mooloolaba,4557,07 5444 4058,admin@dentistryfirst.com.au,https://www.dentistryfirst.com.au/,Healthdirect Service Finder,28a5bb80-c40d-556d-08f8-42e377005731
QLD,Budi Dental,,Buderim,4556,07 5453 7022,admin@budidental.com.au,www.buderimdentalpractice.com.au,Healthdirect Service Finder,b8ce3cde-b5f5-f6ef-721e-1a636790bcca
QLD,Mooloolaba Dental,,Mooloolaba,4557,07 5444 3871,reception@mooloolabadental.com.au,https://mooloolabadental.com.au/,Healthdirect Service Finder,998ff845-8dbb-dd9a-06bf-9f98da7cfe01
QLD,Buderim Marketplace Dental,,Buderim,4556,07 5456 1144,reception@buderimdentalsurgery.com.au,,Healthdirect Service Finder,56558ecf-ff7d-2398-b663-97bbaed5480c
QLD,ABC Dentistry,,Buderim,4556,07 5476 5400,,www.abcdentistry.com.au,Healthdirect Service Finder,707c5aa9-7f2e-0ad7-2373-398bde8567af
QLD,Swell Dental,,Mooloolaba,4557,07 5444 0022,admin@swelldental.com,http://www.swelldental.com/,Healthdirect Service Finder,279ca929-1dc3-2044-803c-46d90723b52b
QLD,Bupa Dental - Kawana,,Minyama,4575,07 5444 7100,kawana@bupadental.net.au,bupadental.com.au,Healthdirect Service Finder,3faf4e0e-9df7-9047-b2a0-3b33a4f1a4dd
QLD,Kawana Dental,,Buddina,4575,07 5444 7111,,www.kawanadental.com,Healthdirect Service Finder,19606a2c-6638-c70f-1dfa-6e8948fc86b6
QLD,Pacific Smiles Dental - Buddina,,Buddina,4575,0754586300,Buddina@pacificsmiles.com.au,https://pacificsmilesdental.com.au/locations/buddina/,Healthdirect Service Finder,2d0e8920-1aa2-4300-867e-525923b4df45
QLD,Caloundra School Dental Service,,Caloundra,4551,07 5491 1311,,www.health.qld.gov.au/sunshine/home,Healthdirect Service Finder,1b369d95-ab2f-a3f0-3d8b-e083ffbaf4fb
QLD,Dental Excel Calcoundra,,Caloundra,4551,07 5438 2555,caloundra@dentalexcel.com.au,www.dentalexcel.com.au,Healthdirect Service Finder,cc8f9778-2566-a71c-d773-0d58359170b0
QLD,Caloundra Health Service - Dental Clinic,,Caloundra,4551,1300 300 850,,https://www.sunshinecoast.health.qld.gov.au/services/dental/dental-caloundra-health-service,Healthdirect Service Finder,986b2ff9-abd1-4c23-8d9a-b3ce96baa700
QLD,Caloundra Health Service - Dental Care Clinic,,Caloundra,4551,07 5436 8500,,http://www.health.qld.gov.au/sunshinecoast/,Healthdirect Service Finder,4e028c2b-4740-622f-7bbb-0c8ba9682762
QLD,1300SMILES Ltd. - Caloundra,,Caloundra,4551,07 5491 2727,pmcaloundra@1300smiles.com.au,www.1300smiles.com.au,Healthdirect Service Finder,36fcf249-263a-acb5-65de-8aad3fe9b93f
QLD,Adentica Family Dentists,,Caloundra,4551,07 5438 2225,,,Healthdirect Service Finder,f90fcbf0-8ce8-d48e-ae05-60e7dc9c612d
QLD,Denture Care Group Sunshine Coast,,Caloundra,4551,07 5491 2288,info@denturecaregroup.com.au,,Healthdirect Service Finder,a7cf7335-a63f-9ece-d62b-8298aa451b5c
QLD,Avenue Dental,,Caloundra,4551,07 5443 8111,reception@avenuedental.com.au,www.avenuedental.com.au,Healthdirect Service Finder,494aabae-dcd9-1c2a-c182-307b808dde11
QLD,Avenue Dental,,Caloundra,4551,07 5491 1111,,www.avenuedental.com.au,Healthdirect Service Finder,ec0732c2-ba7d-e23d-694d-cea4a2b15f74
QLD,Golden Beach Dental Practice,,Caloundra,4551,07 5491 8800,desk.gbdp@gmail.com,https://goldenbeachdental.com.au,Healthdirect Service Finder,c4d4af01-06d5-1fe0-fbca-3fe031b28f83
QLD,Battery Hill Dental,,Battery Hill,4551,07 5358 0413,hello@batteryhilldental.com,https://batteryhilldental.com,Healthdirect Service Finder,00691310-c007-edda-b601-cd7e3411493e
QLD,Coast Family Dental - Currimundi,,Currimundi,4551,07 5437 9000,info@cfdental.com.au,www.cfdental.com.au,Healthdirect Service Finder,f8b0f454-8bc7-1d79-e178-047f7e080279
QLD,Steve Martin,,Currimundi,4551,07 5491 9177,,,Healthdirect Service Finder,d5e7ba3b-35cf-bdc2-ed02-eee292cea145
QLD,Toothkind Little Mountain,,Meridan Plains,4551,07 5437 2147,,http://toothkind.com.au/little-mountain/,Healthdirect Service Finder,ee702aaa-d05d-4627-8010-bf09d94c79cc
QLD,Dental Excel Wurtulla,,Wurtulla,4575,07 5493 1244,wurtulla@dentalexcel.com.au,www.dentalexcel.com.au,Healthdirect Service Finder,7b8a164a-b280-33a7-e1f9-02541f76e7a5
QLD,Pacific Smiles Dental - Birtinya,,Birtinya,4575,0752935500,Birtinya@pacificsmiles.com.au,https://pacificsmilesdental.com.au/locations/birtinya/,Healthdirect Service Finder,9ca026f8-39ac-47a6-8b67-98cd20710171
QLD,Lake View Dental & Wellness Birtinya,,Birtinya,4575,07 5437 7888,info@lakeviewdental.net.au,https://lakeviewdental.net.au/,Healthdirect Service Finder,0c5ce062-169d-7b05-6846-1444a8b4fbef
QLD,Maxicare Dental,,Warana,4575,0753002803,info@maxicaredental.com.au,www.maxicaredental.com.au,Healthdirect Service Finder,c1d2ba80-36fd-6de5-d1ba-af652c48821b
QLD,Avenue Dental Kawana,,Warana,4575,07 5493 4414,reception@avenuekawana.com.au,www.avenuedental.com.au,Healthdirect Service Finder,f24ddc60-9301-4d26-251b-c18049d71919
QLD,Oris Dental,,Parrearra,4575,0754937778,,,Healthdirect Service Finder,7752d5c8-e6d7-f953-4c1b-9b8067d3b47f
QLD,Maven Dental Sippy Downs,,Sippy Downs,4556,07 5408 8231,sippydowns@mavendental.com.au,https://mavendental.com.au/dentists/maven-dental-sippy-downs/,Healthdirect Service Finder,86fb340a-a58c-b1fe-488c-88681926e9fb
QLD,Diamond Dental Care,,Sippy Downs,4556,07 5477 0889,info@diamonddentalcare.com.au,www.diamonddentalcare.com.au,Healthdirect Service Finder,3e3f5818-8cfd-fef8-019c-87115193ff1d
QLD,Ipswich Dental Care,,Ipswich,4305,07 3202 3999,ipswichdentalcare@gmail.com,www.ipswichdentalcare.com.au,Healthdirect Service Finder,bb9cd974-49f3-06aa-8283-0e11d8b182af
QLD,Pring Street Dental,,Ipswich,4305,07 3281 4425,info@pringstreetdental.com.au,https://www.pringstreetdental.com.au,Healthdirect Service Finder,b5da01b4-e087-56c0-c4fb-26a8557c2907
QLD,Ipswich Family Dental Practice,,Ipswich,4305,07 3281 1781,,,Healthdirect Service Finder,c2899d9f-bb61-abd8-a6e6-03b68e3a6f91
QLD,Ipswich Community Dental Clinic,,Ipswich,4305,1300 300 850,,www.westmoreton.health.qld.gov.au,Healthdirect Service Finder,76da9bd9-f3a3-85e1-2bbb-f3265af124a0
QLD,Limestone Dental Group,,Ipswich,4305,07 3281 1466,reception@limestonedental.com.au,www.limestonedental.com.au,Healthdirect Service Finder,92009f84-1390-6941-dd3f-1cb8daec3ad6
QLD,Riverlink Medical and Dental Centre,,North Ipswich,4305,0734136666,,https://www.riverlinkmedicalcentre.com.au/,Healthdirect Service Finder,96277315-e686-5ebb-8d50-c5788d9e0cc8
QLD,Grange Road Dental Group,,Eastern Heights,4305,07 3281 6666,,,Healthdirect Service Finder,142ede17-35a0-83d0-44c5-c7fa3c076a41
QLD,Primary Dental Ipswich,,North Ipswich,4305,07 3413 6630,ipswichdental@forhealth.com.au,https://www.primarydental.com.au/dental-centre/ipswich/,Healthdirect Service Finder,9b46ff0c-ff67-4ab7-a477-c5010cfcb722
QLD,Raceview Dental Surgery,,Raceview,4305,07 3202 4566,admin@raceviewdental.com.au,https://raceviewdental.com.au/,Healthdirect Service Finder,467d7b7b-1ae8-ffe3-d0f6-0fc798e1a788
QLD,Booval Dental,,Booval,4304,07 3816 1188,reception@boovaldental.com,,Healthdirect Service Finder,5f2f9072-142b-c44d-49f3-599b9e19073c
QLD,Ipswich Family Dental Practice - Brassall,,Brassall,4305,07 3201 6767,brassall@ipswichfamilydental.com.au,https://ipswichfamilydental.com.au/,Healthdirect Service Finder,dd83b636-960a-458f-9d5c-6700caff9a54
QLD,Karana Down Dental,,Karana Downs,4306,07 3201 2552,karanadownsdental@gmail.com,https://karanadownsdental.com.au/,Healthdirect Service Finder,8cb13ed6-087c-9b14-4171-f7ce55b3114d
QLD,Walloon Dental,,Walloon,4306,0730677990,admin@walloondental.com.au,www.walloondental.com.au,Healthdirect Service Finder,20fbc214-3452-4f7c-b096-1cd6fd8657ff
